Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	4.557404	-0.069269	714.943036	-4.060364	13.746380	-0.562208	-1.922724	-0.567928
0.020	4.495692	-0.230292	715.440162	-4.035596	13.776406	-0.569552	-1.925585	-0.564072
0.030	4.435957	-0.385985	715.869109	-4.014869	13.802482	-0.573895	-1.928073	-0.560838
0.040	4.378937	-0.530698	716.175702	-4.000875	13.821955	-0.572997	-1.929967	-0.558644
0.050	4.323585	-0.659955	716.327195	-3.994095	13.833617	-0.565970	-1.931187	-0.557580
0.060	4.267689	-0.770443	716.315824	-3.993145	13.837469	-0.553364	-1.931755	-0.557456
0.070	4.209348	-0.859991	716.156772	-3.995853	13.834061	-0.536885	-1.931709	-0.557958
0.080	4.148661	-0.927915	715.881308	-4.000401	13.823844	-0.518893	-1.931025	-0.558808
0.090	4.088847	-0.975824	715.526844	-4.006012	13.806877	-0.501784	-1.929610	-0.559869
0.100	4.036118	-1.008546	715.127059	-4.012970	13.783037	-0.487362	-1.927355	-0.561155
0.110	3.998057	-1.034392	714.705711	-4.022094	13.752575	-0.476403	-1.924229	-0.562762
0.120	3.981100	-1.063831	714.275967	-4.033963	13.716644	-0.468578	-1.920356	-0.564763
0.130	3.988221	-1.106402	713.844356	-4.048300	13.677523	-0.462730	-1.916037	-0.567112
0.140	4.017797	-1.167042	713.416831	-4.063869	13.638498	-0.457347	-1.911715	-0.569635
0.150	4.063946	-1.243717	713.004426	-4.078989	13.603497	-0.451004	-1.907912	-0.572085
0.160	4.118022	-1.327804	712.626374	-4.092451	13.576532	-0.442677	-1.905140	-0.574277
0.170	4.170600	-1.407364	712.309251	-4.104340	13.561019	-0.431886	-1.903811	-0.576202
0.180	4.213198	-1.472041	712.081915	-4.116241	13.559112	-0.418718	-1.904151	-0.578057
0.190	4.239266	-1.517358	711.967832	-4.130569	13.571294	-0.403799	-1.906167	-0.580162
0.200	4.244405	-1.546171	711.977659	-4.149320	13.596430	-0.388245	-1.909671	-0.582788
0.210	4.226056	-1.566549	712.104546	-4.172918	13.632333	-0.373527	-1.914372	-0.585998
0.220	4.182910	-1.587293	712.323176	-4.199844	13.676660	-0.361219	-1.920008	-0.589598
