Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	-2.073036	-8.341879	702.722418	-14.114125	5.039350	0.071394	-0.717118	-2.008492
0.020	-2.031448	-8.110553	706.916356	-13.370063	5.452112	0.072138	-0.771253	-1.891322
0.030	-2.079297	-7.741838	710.992654	-12.572401	5.829164	0.056306	-0.819863	-1.768288
0.040	-2.277715	-7.128231	714.806030	-11.680836	6.138718	0.009862	-0.858795	-1.634127
0.050	-2.635848	-6.216739	718.161164	-10.676967	6.354524	-0.075442	-0.884833	-1.486709
0.060	-3.104089	-5.024587	720.828322	-9.568257	6.458134	-0.199740	-0.895932	-1.327397
0.070	-3.584033	-3.639685	722.577363	-8.385881	6.440324	-0.354033	-0.891299	-1.160551
0.080	-3.952936	-2.203221	723.214228	-7.177523	6.301415	-0.521181	-0.871307	-0.992448
0.090	-4.096002	-0.877324	722.608153	-5.997227	6.050457	-0.679016	-0.837308	-0.829942
0.100	-3.936701	0.193914	720.706745	-4.894701	5.703466	-0.804888	-0.791371	-0.679153
0.110	-3.455268	0.919156	717.542208	-3.906359	5.281129	-0.880479	-0.736003	-0.544408
0.120	-2.689544	1.280181	713.232621	-3.050045	4.806343	-0.895620	-0.673882	-0.427637
0.130	-1.719348	1.331725	707.979318	-2.324622	4.302009	-0.850135	-0.607646	-0.328346
0.140	-0.642417	1.180861	702.058071	-1.714183	3.789536	-0.753342	-0.539775	-0.244165
0.150	0.447503	0.952876	695.801044	-1.195021	3.288481	-0.621578	-0.472618	-0.171748
0.160	1.473161	0.755351	689.569559	-0.742656	2.817216	-0.474688	-0.408547	-0.107698
0.170	2.376347	0.652330	683.722720	-0.336729	2.393904	-0.332484	-0.350128	-0.049249
0.180	3.115145	0.655775	678.589615	0.037052	2.036672	-0.211855	-0.300133	0.005460
0.190	3.661572	0.734298	674.450395	0.387330	1.762281	-0.124736	-0.261291	0.057429
0.200	4.002497	0.833381	671.525211	0.718625	1.583503	-0.076981	-0.235807	0.107014
0.210	4.142450	0.898961	669.964489	1.032865	1.506377	-0.068141	-0.224844	0.154167
0.220	4.104248	0.897033	669.834700	1.330492	1.528891	-0.092166	-0.228249	0.198630
0.230	3.924130	0.824083	671.101605	1.611185	1.642039	-0.138912	-0.244678	0.240081
0.240	3.641910	0.705975	673.621889	1.874408	1.832922	-0.196191	-0.272100	0.278258
0.250	3.290755	0.586439	677.155000	2.120009	2.088395	-0.252015	-0.308407	0.313076
0.260	2.892230	0.510024	681.397528	2.348863	2.397524	-0.296653	-0.351854	0.344713
0.270	2.459182	0.506524	686.029884	2.563381	2.751827	-0.324175	-0.401124	0.373654
0.280	2.003851	0.582792	690.759322	2.767506	3.143540	-0.333195	-0.455085	0.400647
0.290	1.545160	0.723969	695.347867	2.965848	3.563131	-0.326500	-0.512424	0.426527
0.300	1.109875	0.901906	699.622863	3.162085	3.997487	-0.309529	-0.571377	0.451970
0.310	0.726605	1.086031	703.473694	3.357320	4.429621	-0.288115	-0.629678	0.477249
0.320	0.416260	1.251945	706.838929	3.549332	4.839946	-0.266302	-0.684731	0.502142
0.330	0.184430	1.385236	709.687308	3.733254	5.208578	-0.245098	-0.733926	0.526042
0.340	0.019806	1.481191	711.996925	3.903478	5.517914	-0.222566	-0.774991	0.548244
0.350	-0.100280	1.542955	713.738284	4.056001	5.754807	-0.195134	-0.806291	0.568276
0.360	-0.199004	1.580059	714.865937	4.190266	5.911805	-0.159530	-0.826981	0.586161
0.370	-0.287929	1.607249	715.320158	4.309880	5.987383	-0.114609	-0.837021	0.602511
0.380	-0.358981	1.642444	715.036979	4.422095	5.985430	-0.062335	-0.837080	0.618443
0.390	-0.385335	1.703362	713.963829	4.536430	5.914445	-0.007563	-0.828396	0.635387
0.400	-0.332569	1.803730	712.078367	4.663024	5.786735	0.043271	-0.812654	0.654847
0.410	-0.175821	1.950748	709.407910	4.811238	5.617640	0.083983	-0.791877	0.678205
0.420	0.085602	2.144837	706.044693	4.988804	5.424673	0.110264	-0.768319	0.706585
0.430	0.423996	2.381097	702.149688	5.201405	5.226465	0.120481	-0.744352	0.740783
0.440	0.791151	2.650701	697.938864	5.452414	5.041592	0.115364	-0.722354	0.781217
0.450	1.132941	2.940794	693.652896	5.742507	4.887513	0.096756	-0.704605	0.827865
0.460	1.402196	3.233616	689.521254	6.069204	4.779806	0.066159	-0.693207	0.880205
0.470	1.564396	3.507333	685.736837	6.426696	4.731610	0.023930	-0.690004	0.937196
0.480	1.596930	3.740572	682.452037	6.806344	4.752947	-0.030307	-0.696451	0.997337
0.490	1.487041	3.919775	679.793648	7.197819	4.849667	-0.096297	-0.713403	1.058824
0.500	1.233090	4.045736	677.882116	7.590323	5.022202	-0.171732	-0.740867	1.119711
0.510	0.849096	4.135221	676.838866	7.973249	5.264814	-0.251788	-0.777853	1.178013
0.520	0.367651	4.215892	676.773828	8.336084	5.566144	-0.330103	-0.822453	1.231739
0.530	-0.164504	4.316144	677.757402	8.667946	5.911323	-0.400878	-0.872189	1.278916
0.540	-0.699602	4.454078	679.789614	8.957355	6.285085	-0.461114	-0.924563	1.317666
0.550	-1.205578	4.630122	682.780494	9.192578	6.674694	-0.511821	-0.977575	1.346345
