Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	3.932130	-4.478389	703.212981	-11.944491	1.831344	-0.238596	-0.260425	-1.698560
0.020	3.762583	-4.251922	701.870670	-11.735138	1.508392	-0.249169	-0.214910	-1.671980
0.030	3.601503	-4.019261	700.663556	-11.534118	1.192823	-0.262769	-0.170242	-1.646171
0.040	3.456455	-3.776629	699.696994	-11.348005	0.891564	-0.281883	-0.127421	-1.621846
0.050	3.331189	-3.525903	699.030086	-11.180321	0.610526	-0.307889	-0.087339	-1.599405
0.060	3.224646	-3.277431	698.679802	-11.031551	0.353920	-0.340647	-0.050656	-1.578914
0.070	3.131899	-3.050641	698.637195	-10.900085	0.123483	-0.378365	-0.017675	-1.560193
0.080	3.047139	-2.871000	698.882604	-10.783540	-0.081969	-0.417865	0.011729	-1.542969
0.090	2.967451	-2.763581	699.391746	-10.679795	-0.266269	-0.455163	0.038072	-1.527012
0.100	2.895369	-2.745285	700.133286	-10.587386	-0.434855	-0.486205	0.062110	-1.512196
0.110	2.838644	-2.818473	701.063637	-10.505276	-0.593356	-0.507639	0.084637	-1.498477
0.120	2.807174	-2.968199	702.125093	-10.432395	-0.746413	-0.517518	0.106308	-1.485831
0.130	2.808775	-3.163981	703.250597	-10.367329	-0.897102	-0.515831	0.127565	-1.474201
0.140	2.846311	-3.365834	704.374283	-10.308356	-1.047005	-0.504656	0.148643	-1.463477
0.150	2.917868	-3.533392	705.443032	-10.253760	-1.196647	-0.487678	0.169631	-1.453521
0.160	3.019443	-3.636296	706.423045	-10.202224	-1.345997	-0.469100	0.190537	-1.444209
0.170	3.147591	-3.663098	707.297516	-10.153133	-1.494787	-0.452315	0.211338	-1.435483
0.180	3.299414	-3.625447	708.055775	-10.106626	-1.642571	-0.438921	0.231983	-1.427377
0.190	3.469418	-3.555217	708.679163	-10.063289	-1.788504	-0.428470	0.252371	-1.420006
0.200	3.645536	-3.494831	709.132317	-10.023432	-1.931014	-0.418979	0.272307	-1.413478
0.210	3.807747	-3.483866	709.367369	-9.986113	-2.067687	-0.407923	0.291483	-1.407749
0.220	3.931259	-3.546468	709.341430	-9.948359	-2.195675	-0.393241	0.309537	-1.402478
0.230	3.993321	-3.683694	709.039041	-9.905010	-2.312590	-0.374039	0.326158	-1.396963
0.240	3.980624	-3.873111	708.487658	-9.849314	-2.417507	-0.350853	0.341221	-1.390188
0.250	3.894081	-4.075508	707.758369	-9.774043	-2.511619	-0.325576	0.354870	-1.380986
0.260	3.749385	-4.246258	706.952078	-9.672793	-2.598306	-0.301122	0.367536	-1.368239
0.270	3.573786	-4.347431	706.177382	-9.541221	-2.682701	-0.280792	0.379890	-1.351108
0.280	3.400717	-4.356799	705.527628	-9.377912	-2.770930	-0.267340	0.392746	-1.329206
0.290	3.263859	-4.271313	705.062909	-9.184449	-2.869142	-0.261929	0.406934	-1.302642
0.300	3.191536	-4.104921	704.801151	-8.964349	-2.982388	-0.263415	0.423153	-1.271898
0.310	3.201964	-3.882546	704.721031	-8.721131	-3.113500	-0.268345	0.441806	-1.237530
0.320	3.299881	-3.632755	704.776283	-8.456422	-3.262188	-0.271809	0.462869	-1.199873
