Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	1.475880	-0.976251	443.473572	2.659299	32.048189	-0.367736	-7.226629	0.599652
0.020	1.471257	-0.993284	442.900394	2.642283	31.975864	-0.360179	-7.219651	0.596586
0.030	1.458717	-1.002285	442.395468	2.630360	31.911671	-0.353300	-7.213381	0.594572
0.040	1.431662	-0.997528	442.010921	2.627361	31.861971	-0.347399	-7.208413	0.594411
0.050	1.387592	-0.976841	441.773156	2.635168	31.830160	-0.342304	-7.205091	0.596498
0.060	1.329148	-0.942373	441.683967	2.653715	31.816233	-0.337579	-7.203393	0.600818
0.070	1.264045	-0.900371	441.729128	2.681453	31.817078	-0.332858	-7.202848	0.607036
0.080	1.203652	-0.859730	441.888250	2.715957	31.827314	-0.328075	-7.202571	0.614625
0.090	1.160403	-0.829444	442.139996	2.754508	31.840482	-0.323441	-7.201448	0.622995
0.100	1.144696	-0.815590	442.460616	2.794523	31.850405	-0.319243	-7.198472	0.631587
0.110	1.162205	-0.818895	442.818653	2.833809	31.852450	-0.315616	-7.193114	0.639948
0.120	1.212396	-0.833912	443.171334	2.870650	31.844344	-0.312437	-7.185560	0.647752
0.130	1.288773	-0.850391	443.467075	2.903808	31.826291	-0.309401	-7.176698	0.654797
0.140	1.380804	-0.856697	443.654825	2.932555	31.800323	-0.306221	-7.167807	0.660999
0.150	1.476717	-0.844242	443.697255	2.956759	31.769219	-0.302814	-7.160112	0.666391
0.160	1.565983	-0.811220	443.582775	2.976916	31.735552	-0.299340	-7.154370	0.671107
0.170	1.640790	-0.763896	443.331502	2.994092	31.701299	-0.296070	-7.150698	0.675362
0.180	1.696578	-0.714540	442.992546	3.009723	31.668007	-0.293219	-7.148655	0.679407
0.190	1.732041	-0.676687	442.633106	3.025345	31.637117	-0.290876	-7.147481	0.683488
0.200	1.748661	-0.659735	442.322151	3.042312	31.609983	-0.289059	-7.146371	0.687805
0.210	1.749720	-0.665342	442.112899	3.061635	31.587545	-0.287828	-7.144678	0.692501
0.220	1.739050	-0.687208	442.029480	3.083931	31.570008	-0.287379	-7.142059	0.697675
0.230	1.720121	-0.714141	442.063100	3.109353	31.556925	-0.288048	-7.138557	0.703373
0.240	1.695745	-0.734727	442.179923	3.137389	31.547688	-0.290199	-7.134582	0.709528
0.250	1.668099	-0.741303	442.337438	3.166623	31.542066	-0.294012	-7.130770	0.715884
0.260	1.638631	-0.731647	442.501309	3.194806	31.540336	-0.299289	-7.127739	0.721988
0.270	1.607818	-0.708199	442.654269	3.219481	31.542919	-0.305417	-7.125859	0.727313
0.280	1.575167	-0.675830	442.793580	3.239054	31.549717	-0.311550	-7.125152	0.731504
0.290	1.539954	-0.639531	442.920851	3.253798	31.559607	-0.316927	-7.125338	0.734623
0.300	1.502656	-0.603066	443.032368	3.266152	31.570398	-0.321212	-7.125980	0.737226
0.310	1.466243	-0.568767	443.116345	3.279997	31.579356	-0.324703	-7.126651	0.740211
0.320	1.436133	-0.538022	443.157714	3.299176	31.584071	-0.328276	-7.127050	0.744470
0.330	1.418325	-0.511746	443.146009	3.325936	31.583305	-0.332971	-7.127065	0.750528
0.340	1.416540	-0.490389	443.081124	3.359910	31.577455	-0.339365	-7.126789	0.758306
0.350	1.430014	-0.473580	442.974526	3.397969	31.568384	-0.347036	-7.126456	0.767080
0.360	1.453209	-0.459939	442.846722	3.435004	31.558667	-0.354502	-7.126318	0.775664
0.370	1.477701	-0.447523	442.722664	3.465491	31.550600	-0.359728	-7.126493	0.782768
0.380	1.495381	-0.434789	442.625869	3.485332	31.545451	-0.360999	-7.126888	0.787422
0.390	1.501531	-0.421518	442.572096	3.493277	31.543218	-0.357730	-7.127250	0.789312
0.400	1.496430	-0.409161	442.564901	3.491369	31.542837	-0.350796	-7.127279	0.788894
0.410	1.484787	-0.400486	442.595361	3.484318	31.542608	-0.342232	-7.126737	0.787247
0.420	1.473296	-0.398730	442.645694	3.477989	31.540732	-0.334441	-7.125503	0.785727
0.430	1.467412	-0.406553	442.694630	3.477486	31.535907	-0.329275	-7.123625	0.785527
0.440	1.468795	-0.425010	442.723778	3.485457	31.527855	-0.327421	-7.121338	0.787276
0.450	1.474605	-0.452753	442.725669	3.501284	31.517512	-0.328322	-7.118971	0.790847
0.460	1.479062	-0.485811	442.711853	3.521488	31.506728	-0.330631	-7.116757	0.795436
0.470	1.476656	-0.518333	442.715226	3.541066	31.497524	-0.332945	-7.114624	0.799852
0.480	1.465480	-0.544164	442.780579	3.555117	31.491272	-0.334475	-7.112162	0.802907
0.490	1.448966	-0.558687	442.943967	3.560160	31.488176	-0.335370	-7.108840	0.803750
0.500	1.435037	-0.560215	443.210060	3.554845	31.487204	-0.336600	-7.104352	0.802068
0.510	1.433015	-0.550507	443.539748	3.540017	31.486281	-0.339481	-7.098863	0.798128
0.520	1.449801	-0.534223	443.855464	3.518178	31.482534	-0.345035	-7.092970	0.792640
0.530	1.487088	-0.517572	444.063237	3.492516	31.472597	-0.353458	-7.087413	0.786491
0.540	1.540494	-0.506813	444.083427	3.465911	31.453287	-0.363907	-7.082743	0.780464
0.550	1.600266	-0.507221	443.878511	3.440392	31.422750	-0.374666	-7.079133	0.775075
0.560	1.652826	-0.522499	443.467206	3.417159	31.381619	-0.383568	-7.076424	0.770555
0.570	1.682907	-0.554145	442.919538	3.396900	31.333403	-0.388486	-7.074288	0.766934
0.580	1.676632	-0.600537	442.335349	3.380002	31.283712	-0.387826	-7.072397	0.764127
0.590	1.625606	-0.656250	441.815620	3.366509	31.238654	-0.381003	-7.070518	0.761971
0.600	1.531027	-0.712570	441.438357	3.355982	31.203198	-0.368747	-7.068529	0.760238
0.610	1.405802	-0.759699	441.247062	3.347441	31.180192	-0.353042	-7.066379	0.758632
0.620	1.272755	-0.790010	441.252353	3.339472	31.170136	-0.336557	-7.064016	0.756817
0.630	1.158681	-0.800845	441.440666	3.330472	31.171488	-0.321752	-7.061309	0.754455
0.640	1.086398	-0.795484	441.782214	3.318965	31.181162	-0.310118	-7.058039	0.751267
0.650	1.068384	-0.781820	442.234095	3.303979	31.195055	-0.301890	-7.053969	0.747111
0.660	1.104664	-0.769332	442.740534	3.285373	31.208507	-0.296312	-7.048938	0.742054
0.670	1.185083	-0.765675	443.235564	3.263968	31.216795	-0.292216	-7.042936	0.736396
0.680	1.293821	-0.774291	443.651672	3.241408	31.215761	-0.288575	-7.036097	0.730620
0.690	1.413795	-0.793862	443.933027	3.219814	31.202616	-0.284839	-7.028677	0.725293
0.700	1.529876	-0.819498	444.047911	3.201332	31.176691	-0.281010	-7.021020	0.720943
0.710	1.631024	-0.844930	443.994940	3.187632	31.139739	-0.277568	-7.013535	0.717943
0.720	1.711562	-0.864698	443.801073	3.179438	31.095556	-0.275319	-7.006643	0.716411
0.730	1.771451	-0.875550	443.513393	3.176277	31.049038	-0.275170	-7.000699	0.716163
0.740	1.815227	-0.876848	443.188729	3.176644	31.005096	-0.277853	-6.995913	0.716770
0.750	1.849550	-0.870231	442.884173	3.178572	30.967774	-0.283632	-6.992296	0.717698
0.760	1.879983	-0.858787	442.648876	3.180269	30.939665	-0.292118	-6.989663	0.718463
0.770	1.908356	-0.845900	442.516306	3.180522	30.921602	-0.302296	-6.987675	0.718736
0.780	1.931963	-0.834146	442.497782	3.178847	30.912656	-0.312772	-6.985946	0.718387
0.790	1.944932	-0.824706	442.580394	3.175627	30.910537	-0.322168	-6.984163	0.717525
0.800	1.941012	-0.817414	442.731745	3.172245	30.912406	-0.329448	-6.982198	0.716516
0.810	1.916566	-0.811206	442.910267	3.170944	30.915868	-0.334059	-6.980165	0.715934
0.820	1.872756	-0.804877	443.076427	3.174137	30.919718	-0.335873	-6.978416	0.716386
0.830	1.816258	-0.798201	443.200378	3.183334	30.924051	-0.335001	-6.977442	0.718261
0.840	1.758027	-0.793029	443.264769	3.198274	30.929714	-0.331620	-6.977706	0.721527
0.850	1.710193	-0.793349	443.264507	3.216837	30.937449	-0.325956	-6.979456	0.725715
0.860	1.682156	-0.803601	443.205866	3.235853	30.947246	-0.318404	-6.982589	0.730102
0.870	1.677681	-0.825811	443.105788	3.252379	30.958236	-0.309686	-6.986647	0.733996
0.880	1.694308	-0.857366	442.990348	3.264819	30.969146	-0.300844	-6.990930	0.736995
0.890	1.725068	-0.891189	442.890760	3.273400	30.978966	-0.293043	-6.994719	0.739099
0.900	1.761267	-0.918552	442.836342	3.279853	30.987366	-0.287268	-6.997476	0.740647
0.910	1.794923	-0.932899	442.845899	3.286468	30.994601	-0.284097	-6.998959	0.742125
0.920	1.820085	-0.932307	442.920702	3.295005	31.000994	-0.283612	-6.999220	0.743927
0.930	1.833165	-0.919256	443.042332	3.305955	31.006339	-0.285496	-6.998505	0.746194
0.940	1.832815	-0.898229	443.176905	3.318454	31.009648	-0.289218	-6.997126	0.748788
0.950	1.819695	-0.873077	443.284596	3.330865	31.009495	-0.294278	-6.995392	0.751406
0.960	1.796099	-0.845977	443.331324	3.341763	31.004879	-0.300353	-6.993613	0.753784
0.970	1.765280	-0.818410	443.298792	3.350957	30.996135	-0.307247	-6.992154	0.755914
0.980	1.730624	-0.792902	443.189884	3.360075	30.985326	-0.314670	-6.991434	0.758157
0.990	1.695152	-0.773757	443.028468	3.372327	30.975772	-0.322016	-6.991824	0.761199
1.000	1.661723	-0.765892	442.854543	3.391346	30.970914	-0.328373	-6.993473	0.765792
1.010	1.633564	-0.772291	442.716082	3.419462	30.973054	-0.332828	-6.996144	0.772383
1.020	1.614295	-0.791642	442.658305	3.456242	30.982541	-0.334884	-6.999200	0.780792
1.030	1.607108	-0.817749	442.711138	3.498104	30.997688	-0.334732	-7.001786	0.790155
1.040	1.613640	-0.841331	442.877289	3.539291	31.015296	-0.333215	-7.003135	0.799158
1.050	1.633402	-0.853363	443.125442	3.573835	31.031366	-0.331503	-7.002840	0.806506
1.060	1.664086	-0.848224	443.393258	3.597621	31.041672	-0.330692	-7.000934	0.811384
1.070	1.702368	-0.825197	443.601787	3.609736	31.042225	-0.331460	-6.997768	0.813733
1.080	1.744452	-0.787925	443.677967	3.612681	31.029902	-0.333893	-6.993789	0.814257
1.090	1.785949	-0.742530	443.577666	3.611528	31.003395	-0.337497	-6.989395	0.814182
1.100	1.821481	-0.695547	443.300633	3.612345	30.964227	-0.341389	-6.984927	0.814875
1.110	1.844784	-0.652520	442.891668	3.620293	30.917174	-0.344620	-6.980753	0.817422
1.120	1.849818	-0.617386	442.428014	3.637955	30.869574	-0.346460	-6.977310	0.822270
1.130	1.832572	-0.592360	441.998248	3.664603	30.829581	-0.346551	-6.975046	0.829099
1.140	1.792741	-0.578111	441.680360	3.696840	30.804046	-0.344889	-6.974285	0.836994
1.150	1.734281	-0.574151	441.525635	3.730286	30.796901	-0.341728	-6.975111	0.844863
1.160	1.664439	-0.579205	441.551443	3.761416	30.808575	-0.337433	-6.977347	0.851864
1.170	1.591801	-0.591297	441.742405	3.788728	30.836401	-0.332308	-6.980630	0.857678
1.180	1.524491	-0.607479	442.057356	3.812965	30.875586	-0.326427	-6.984520	0.862550
1.190	1.469304	-0.623543	442.439159	3.836550	30.920264	-0.319607	-6.988591	0.867136
1.200	1.431738	-0.634158	442.824973	3.862480	30.964374	-0.311604	-6.992463	0.872236
1.210	1.416160	-0.633561	443.155673	3.893010	31.002215	-0.302534	-6.995784	0.878475
1.220	1.425225	-0.616487	443.384214	3.928604	31.028837	-0.293271	-6.998183	0.886050
1.230	1.458219	-0.579135	443.482782	3.967625	31.040554	-0.285494	-6.999269	0.894652
1.240	1.509173	-0.520234	443.447740	4.006917	31.035759	-0.281226	-6.998741	0.903583
1.250	1.566443	-0.442270	443.300640	4.043012	31.015863	-0.282010	-6.996575	0.912025
1.260	1.615157	-0.352350	443.084059	4.073390	30.985769	-0.288167	-6.993203	0.919327
1.270	1.642235	-0.261653	442.852446	4.097192	30.953351	-0.298535	-6.989540	0.925182
1.280	1.641765	-0.182811	442.659667	4.115232	30.927779	-0.310835	-6.986808	0.929660
