Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	1.286574	-0.178842	682.376850	-3.761217	28.906452	-0.495416	-4.236142	-0.551194
0.020	1.275182	0.340616	680.856422	-3.474923	28.939838	-0.545184	-4.250505	-0.510375
0.030	1.219363	0.869223	679.396628	-3.169464	29.004336	-0.596421	-4.269132	-0.466512
0.040	1.074879	1.411290	678.076155	-2.832019	29.123329	-0.649782	-4.294994	-0.417655
0.050	0.805020	1.960463	677.015158	-2.461824	29.306404	-0.704249	-4.328766	-0.363629
0.060	0.391038	2.493831	676.376465	-2.072776	29.546752	-0.757309	-4.368389	-0.306453
0.070	-0.155901	2.969249	676.345421	-1.692285	29.822052	-0.805767	-4.409293	-0.250210
0.080	-0.787064	3.330398	677.089640	-1.356002	30.098489	-0.846718	-4.445274	-0.200269
0.090	-1.418595	3.521525	678.707426	-1.099348	30.337218	-0.878145	-4.469852	-0.161977
0.100	-1.946777	3.507836	681.179937	-0.948144	30.502122	-0.898923	-4.477836	-0.139191
0.110	-2.273678	3.292455	684.343571	-0.911465	30.567165	-0.908412	-4.466640	-0.133188
0.120	-2.335598	2.921108	687.894368	-0.979314	30.521471	-0.906130	-4.436942	-0.142364
0.130	-2.124323	2.471590	691.427324	-1.125865	30.370792	-0.891869	-4.392478	-0.162832
0.140	-1.692645	2.032533	694.503477	-1.316836	30.135025	-0.866259	-4.339075	-0.189608
0.150	-1.140842	1.680204	696.728994	-1.518015	29.842600	-0.831430	-4.283244	-0.217877
0.160	-0.587827	1.461682	697.825952	-1.702119	29.523395	-0.791213	-4.230768	-0.243917
0.170	-0.136661	1.389011	697.676723	-1.852378	29.202318	-0.750568	-4.185652	-0.265507
0.180	0.153572	1.444180	696.332919	-1.962853	28.895402	-0.714313	-4.149653	-0.281884
0.190	0.280219	1.590889	693.991528	-2.036469	28.609293	-0.685718	-4.122427	-0.293443
0.200	0.290755	1.787584	690.949909	-2.081983	28.343609	-0.665637	-4.102122	-0.301322
