Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	3.352235	-8.591386	621.057908	-26.159461	-15.534186	1.237300	2.501246	-4.212081
0.020	3.160579	-8.457866	621.093658	-25.962975	-14.942205	1.208233	2.405789	-4.180203
0.030	2.966330	-8.306239	621.286010	-25.766283	-14.364052	1.182135	2.311987	-4.147250
0.040	2.759428	-8.125562	621.752319	-25.569616	-13.808946	1.160812	2.220972	-4.112508
0.050	2.518453	-7.915532	622.548527	-25.373640	-13.278725	1.144193	2.132962	-4.075769
0.060	2.214671	-7.685893	623.665248	-25.179839	-12.768797	1.130629	2.047380	-4.037396
0.070	1.821956	-7.452227	625.043074	-24.990676	-12.271813	1.117833	1.963355	-3.998233
0.080	1.328211	-7.230078	626.599338	-24.809310	-11.782199	1.103913	1.880340	-3.959358
0.090	0.743501	-7.029535	628.254894	-24.638858	-11.299591	1.088013	1.798568	-3.921793
0.100	0.101758	-6.851970	629.950407	-24.481470	-10.829933	1.070363	1.719172	-3.886254
0.110	-0.544746	-6.690079	631.647401	-24.337546	-10.384124	1.051861	1.643975	-3.853027
0.120	-1.136729	-6.531524	633.316824	-24.205367	-9.975078	1.033428	1.575053	-3.822000
0.130	-1.621663	-6.365122	634.922607	-24.081337	-9.614439	1.015518	1.514269	-3.792799
0.140	-1.965541	-6.186974	636.407926	-23.960866	-9.309997	0.998013	1.462898	-3.765017
0.150	-2.158893	-6.003531	637.689910	-23.839742	-9.064294	0.980580	1.421427	-3.738454
0.160	-2.215694	-5.829981	638.665744	-23.715548	-8.874497	0.963202	1.389537	-3.713296
0.170	-2.166635	-5.684951	639.228927	-23.588523	-8.733338	0.946541	1.366230	-3.690153
0.180	-2.050008	-5.584337	639.290092	-23.461367	-8.630832	0.931898	1.350065	-3.669909
0.190	-1.903447	-5.537059	638.795517	-23.337990	-8.556377	0.920823	1.339455	-3.653437
0.200	-1.758376	-5.543947	637.739615	-23.221764	-8.500838	0.914590	1.332964	-3.641261
0.210	-1.637211	-5.599151	636.171824	-23.114147	-8.458251	0.913752	1.329555	-3.633318
0.220	-1.552226	-5.692572	634.199406	-23.014313	-8.426878	0.917998	1.328743	-3.628876
0.230	-1.504987	-5.812100	631.984987	-22.919903	-8.409438	0.926317	1.330639	-3.626653
0.240	-1.486342	-5.945217	629.734511	-22.828538	-8.412506	0.937367	1.335881	-3.625105
0.250	-1.477793	-6.080159	627.671593	-22.739321	-8.445161	0.949861	1.345474	-3.622805
0.260	-1.454876	-6.206843	625.999885	-22.653527	-8.517070	0.962870	1.360555	-3.618775
0.270	-1.392099	-6.317406	624.863137	-22.574031	-8.636260	0.976016	1.382104	-3.612636
0.280	-1.268135	-6.406123	624.316549	-22.503737	-8.807013	0.989522	1.410665	-3.604540
0.290	-1.069986	-6.469000	624.318999	-22.443777	-9.028316	1.004071	1.446106	-3.594921
0.300	-0.795580	-6.503884	624.746294	-22.392367	-9.293140	1.020472	1.487506	-3.584234
0.310	-0.455007	-6.511603	625.417936	-22.344846	-9.588602	1.039264	1.533151	-3.572786
0.320	-0.070576	-6.497528	626.128503	-22.294842	-9.896973	1.060441	1.580662	-3.560745
0.330	0.324972	-6.472113	626.678367	-22.235960	-10.197504	1.083398	1.627231	-3.548225
0.340	0.693087	-6.449178	626.902049	-22.163272	-10.468968	1.107022	1.669953	-3.535364
0.350	0.996870	-6.442124	626.692606	-22.074170	-10.692649	1.129843	1.706203	-3.522328
0.360	1.209547	-6.459763	626.018030	-21.968573	-10.855200	1.150197	1.734007	-3.509256
0.370	1.320928	-6.504018	624.924653	-21.848651	-10.950596	1.166495	1.752307	-3.496206
0.380	1.339239	-6.570773	623.525098	-21.718300	-10.980527	1.177636	1.761040	-3.483148
0.390	1.287401	-6.653235	621.973331	-21.582501	-10.953046	1.183482	1.761015	-3.470004
0.400	1.195036	-6.745697	620.434300	-21.446659	-10.879949	1.185097	1.753602	-3.456717
0.410	1.089147	-6.845647	619.057581	-21.315916	-10.773872	1.184525	1.740367	-3.443285
0.420	0.986795	-6.953404	617.962009	-21.194441	-10.646041	1.184085	1.722766	-3.429732
0.430	0.892246	-7.069916	617.232740	-21.084716	-10.505236	1.185489	1.701989	-3.416007
0.440	0.799049	-7.194156	616.926853	-20.986937	-10.357921	1.189191	1.678954	-3.401852
0.450	0.695544	-7.321529	617.081206	-20.898690	-10.209094	1.194242	1.654417	-3.386700
0.460	0.571153	-7.443942	617.717245	-20.815180	-10.063307	1.198686	1.629112	-3.369694
0.470	0.421232	-7.551199	618.840342	-20.730081	-9.925417	1.200258	1.603874	-3.349827
0.480	0.249616	-7.632908	620.434025	-20.636861	-9.800903	1.197143	1.579685	-3.326197
0.490	0.069033	-7.680323	622.451042	-20.530101	-9.695769	1.188566	1.557676	-3.298268
0.500	-0.100299	-7.687869	624.804380	-20.406385	-9.616164	1.175082	1.539068	-3.266044
0.510	-0.233759	-7.654178	627.362976	-20.264493	-9.567868	1.158479	1.525093	-3.230107
0.520	-0.306719	-7.582234	629.957593	-20.104866	-9.555641	1.141300	1.516870	-3.191463
0.530	-0.299270	-7.478279	632.398891	-19.928456	-9.582466	1.126061	1.515257	-3.151248
0.540	-0.199986	-7.349492	634.503296	-19.735372	-9.648782	1.114419	1.520683	-3.110366
0.550	-0.007741	-7.200980	636.117999	-19.523911	-9.751899	1.106641	1.533033	-3.069228
0.560	0.268629	-7.033311	637.137493	-19.290596	-9.885842	1.101712	1.551603	-3.027697
0.570	0.612129	-6.842016	637.508083	-19.031330	-10.041743	1.098127	1.575155	-2.985269
