Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	1.678843	-7.556292	589.209109	-4.211055	18.569539	-1.210631	-3.151604	-0.714696
0.020	1.222687	-7.621017	588.610191	-4.519297	18.771432	-1.236177	-3.189111	-0.767791
0.030	0.743450	-7.682131	587.936288	-4.815480	18.990499	-1.263096	-3.230027	-0.819048
0.040	0.220742	-7.737961	587.145076	-5.089843	19.240828	-1.292360	-3.277014	-0.866880
0.050	-0.354694	-7.787450	586.271507	-5.335794	19.529530	-1.324029	-3.331141	-0.910123
0.060	-0.975828	-7.828978	585.443976	-5.550271	19.854063	-1.356947	-3.391283	-0.948045
0.070	-1.615663	-7.858303	584.874262	-5.732854	20.200981	-1.388702	-3.453902	-0.980186
0.080	-2.226778	-7.866603	584.819571	-5.883986	20.546877	-1.415961	-3.513370	-1.006120
0.090	-2.745584	-7.840339	585.522413	-6.003150	20.861678	-1.435255	-3.562917	-1.025264
0.100	-3.101659	-7.764424	587.141279	-6.087951	21.113761	-1.444029	-3.596027	-1.036880
0.110	-3.231030	-7.628450	589.689549	-6.134668	21.275750	-1.441559	-3.607958	-1.040322
0.120	-3.090764	-7.433308	593.000393	-6.140112	21.329740	-1.429279	-3.596918	-1.035431
0.130	-2.671223	-7.194496	596.731686	-6.103884	21.270858	-1.410310	-3.564560	-1.022886
0.140	-2.002269	-6.939943	600.416562	-6.029888	21.108392	-1.388505	-3.515624	-1.004284
0.150	-1.151195	-6.703198	603.552065	-5.926372	20.864142	-1.367471	-3.456892	-0.981916
0.160	-0.212550	-6.515157	605.704258	-5.804563	20.568234	-1.349962	-3.395755	-0.958316
0.170	0.707906	-6.397435	606.600211	-5.676559	20.253314	-1.337688	-3.338824	-0.935799
0.180	1.511648	-6.358869	606.180557	-5.553235	19.948567	-1.331411	-3.290862	-0.916102
0.190	2.124352	-6.395077	604.599572	-5.442746	19.674991	-1.331155	-3.254218	-0.900223
0.200	2.507638	-6.490482	602.176622	-5.349938	19.442885	-1.336450	-3.228768	-0.888433
0.210	2.662886	-6.622067	599.316374	-5.276595	19.251899	-1.346548	-3.212310	-0.880436
0.220	2.626288	-6.763922	596.421271	-5.222196	19.093353	-1.360627	-3.201320	-0.875589
0.230	2.456595	-6.891523	593.818233	-5.184761	18.954063	-1.377954	-3.191896	-0.873122
0.240	2.219097	-6.985112	591.714302	-5.161479	18.820599	-1.397987	-3.180690	-0.872292
0.250	1.970386	-7.032083	590.186635	-5.149048	18.682874	-1.420337	-3.165587	-0.872444
0.260	1.747945	-7.028435	589.203738	-5.143868	18.536181	-1.444534	-3.145971	-0.873020
0.270	1.566886	-6.979140	588.668051	-5.142418	18.381255	-1.469672	-3.122516	-0.873568
0.280	1.423896	-6.897163	588.464676	-5.142000	18.222618	-1.494147	-3.096638	-0.873799
0.290	1.306227	-6.801082	588.499462	-5.141717	18.066127	-1.515736	-3.069863	-0.873700
0.300	1.201676	-6.711609	588.714660	-5.143239	17.916813	-1.532085	-3.043378	-0.873639
0.310	1.105031	-6.647706	589.081514	-5.150931	17.777689	-1.541425	-3.017866	-0.874400
0.320	1.018316	-6.623125	589.580083	-5.171103	17.649604	-1.543222	-2.993589	-0.877082
0.330	0.945891	-6.644019	590.180482	-5.210463	17.531708	-1.538399	-2.970567	-0.882859
0.340	0.888692	-6.708057	590.835364	-5.274245	17.422008	-1.528942	-2.948708	-0.892676
0.350	0.842031	-6.805307	591.485673	-5.364766	17.317657	-1.516972	-2.927824	-0.906998
0.360	0.798282	-6.920864	592.075020	-5.480988	17.215025	-1.503739	-2.907575	-0.925725
0.370	0.751807	-7.038747	592.564578	-5.619126	17.109947	-1.489108	-2.887440	-0.948272
0.380	0.701865	-7.145938	592.941223	-5.773713	16.998449	-1.471842	-2.866802	-0.973741
0.390	0.651137	-7.235120	593.216434	-5.938469	16.877800	-1.450559	-2.845134	-1.001063
0.400	0.601338	-7.305067	593.418827	-6.106676	16.747270	-1.424839	-2.822167	-1.029067
0.410	0.549967	-7.358630	593.585342	-6.271222	16.607891	-1.395868	-2.797894	-1.056499
0.420	0.491600	-7.399313	593.754457	-6.424634	16.460972	-1.366292	-2.772353	-1.082035
0.430	0.423790	-7.427998	593.961992	-6.559296	16.305867	-1.339402	-2.745271	-1.104329
0.440	0.354295	-7.441302	594.238036	-6.667912	16.138177	-1.318053	-2.715777	-1.122095
0.450	0.304966	-7.432469	594.603154	-6.744251	15.949469	-1.303831	-2.682372	-1.134244
0.460	0.309141	-7.394759	595.062973	-6.784153	15.728937	-1.296766	-2.643239	-1.140073
0.470	0.402779	-7.326213	595.601868	-6.786585	15.466470	-1.295576	-2.596780	-1.139450
0.480	0.613032	-7.233841	596.177055	-6.754245	15.156064	-1.298235	-2.542208	-1.132926
0.490	0.948820	-7.135027	596.714587	-6.693261	14.798465	-1.302559	-2.479990	-1.121685
0.500	1.395993	-7.054506	597.110834	-6.611840	14.402147	-1.306665	-2.411972	-1.107305
0.510	1.917022	-7.016970	597.246381	-6.518223	13.982092	-1.309231	-2.341093	-1.091379
0.520	2.454766	-7.037482	597.017436	-6.418578	13.556448	-1.309592	-2.270695	-1.075107
0.530	2.941290	-7.113449	596.379310	-6.315536	13.141851	-1.307700	-2.203606	-1.058980
