Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	4.564769	0.070735	680.657643	12.805005	-6.241746	-0.436038	0.917017	1.881270
0.020	4.537380	0.092611	680.734502	12.817809	-6.224938	-0.438737	0.914444	1.882938
0.030	4.515830	0.109311	680.809774	12.828146	-6.206396	-0.441090	0.911620	1.884248
0.040	4.503087	0.116759	680.880162	12.834345	-6.185635	-0.442938	0.908476	1.884964
0.050	4.497643	0.112399	680.938761	12.836566	-6.163854	-0.444347	0.905200	1.885128
0.060	4.493982	0.095944	680.978057	12.836380	-6.143404	-0.445641	0.902144	1.884992
0.070	4.484455	0.069915	680.995245	12.835706	-6.126607	-0.447372	0.899655	1.884845
0.080	4.461810	0.039534	680.996225	12.835781	-6.114582	-0.450219	0.897888	1.884854
0.090	4.421897	0.011616	680.994818	12.836713	-6.106668	-0.454810	0.896728	1.884994
0.100	4.365893	-0.007321	681.006665	12.837748	-6.100740	-0.461494	0.895841	1.885113
0.110	4.300967	-0.012988	681.040955	12.837996	-6.094280	-0.470162	0.894848	1.885055
0.120	4.238609	-0.004457	681.094936	12.837186	-6.085610	-0.480205	0.893504	1.884787
0.130	4.190982	0.015919	681.154720	12.836061	-6.074539	-0.490637	0.891800	1.884456
0.140	4.166810	0.043597	681.202154	12.836159	-6.062114	-0.500371	0.889914	1.884339
0.150	4.168516	0.073389	681.223735	12.838995	-6.049803	-0.508603	0.888079	1.884696
0.160	4.191587	0.100900	681.216260	12.845014	-6.038789	-0.515167	0.886472	1.885600
0.170	4.226122	0.123482	681.186136	12.853012	-6.029753	-0.520673	0.885184	1.886858
0.180	4.259765	0.140417	681.143896	12.860580	-6.023010	-0.526269	0.884249	1.888086
0.190	4.281062	0.152295	681.098859	12.865450	-6.018699	-0.533085	0.883675	1.888926
0.200	4.282372	0.159908	681.057930	12.866921	-6.016900	-0.541605	0.883464	1.889255
0.210	4.261520	0.163425	681.028138	12.866384	-6.017718	-0.551309	0.883623	1.889259
0.220	4.221590	0.162404	681.019097	12.866580	-6.021378	-0.560815	0.884172	1.889313
0.230	4.169053	0.156638	681.041843	12.869992	-6.028272	-0.568433	0.885154	1.889750
0.240	4.111392	0.147133	681.103570	12.877332	-6.038917	-0.572833	0.886637	1.890657
0.250	4.055576	0.136453	681.201137	12.886963	-6.053901	-0.573479	0.888710	1.891800
0.260	4.007801	0.128013	681.317996	12.895606	-6.073932	-0.570694	0.891497	1.892744
0.270	3.973790	0.124592	681.427744	12.899980	-6.099955	-0.565415	0.895173	1.893081
0.280	3.958587	0.126901	681.503154	12.898450	-6.133160	-0.558819	0.899946	1.892647
0.290	3.965452	0.133085	681.525644	12.891752	-6.174665	-0.551975	0.906006	1.891602
0.300	3.994583	0.139598	681.490179	12.882447	-6.224874	-0.545617	0.913421	1.890335
0.310	4.042861	0.143078	681.404245	12.873576	-6.282809	-0.540129	0.922038	1.889272
0.320	4.105154	0.142344	681.283456	12.867387	-6.345883	-0.535676	0.931460	1.888698
0.330	4.176495	0.139438	681.147420	12.864680	-6.410393	-0.532404	0.941117	1.888678
0.340	4.253686	0.139063	681.017651	12.864804	-6.472649	-0.530542	0.950438	1.889056
0.350	4.335404	0.146404	680.916626	12.866019	-6.530217	-0.530373	0.959033	1.889515
0.360	4.421091	0.164238	680.866111	12.866015	-6.582709	-0.532070	0.966814	1.889654
0.370	4.509774	0.190862	680.883427	12.862461	-6.631762	-0.535520	0.973994	1.889084
0.380	4.599688	0.220152	680.975736	12.853492	-6.680363	-0.540191	0.980999	1.887511
0.390	4.688649	0.243911	681.134504	12.838090	-6.731902	-0.545104	0.988337	1.884810
0.400	4.774600	0.255186	681.334173	12.816360	-6.789313	-0.548928	0.996473	1.881068
0.410	4.856004	0.250834	681.537921	12.789687	-6.854443	-0.550185	1.005732	1.876592
0.420	4.932103	0.232261	681.708584	12.760712	-6.927708	-0.547531	1.016227	1.871872
0.430	5.003017	0.204375	681.818713	12.733062	-7.007990	-0.540139	1.027838	1.867514
0.440	5.069476	0.173556	681.854584	12.710774	-7.092691	-0.528094	1.040206	1.864147
0.450	5.132123	0.145709	681.814051	12.697472	-7.177972	-0.512623	1.052776	1.862307
0.460	5.190716	0.125151	681.702474	12.695545	-7.259341	-0.495958	1.064884	1.862329
0.470	5.243763	0.114363	681.531182	12.705680	-7.332675	-0.480777	1.075912	1.864284
0.480	5.288971	0.114160	681.319188	12.726909	-7.395439	-0.469426	1.085459	1.867980
0.490	5.324377	0.123849	681.094593	12.757053	-7.447536	-0.463284	1.093466	1.873022
0.500	5.349387	0.141339	680.890920	12.793242	-7.491287	-0.462537	1.100218	1.878897
0.510	5.364932	0.163418	680.737576	12.832366	-7.530460	-0.466369	1.106221	1.885068
0.520	5.372633	0.186362	680.649730	12.871518	-7.568776	-0.473364	1.111993	1.891063
0.530	5.373678	0.206819	680.625104	12.908506	-7.608549	-0.481887	1.117877	1.896566
0.540	5.368206	0.222730	680.650315	12.942362	-7.649952	-0.490385	1.123918	1.901470
0.550	5.355509	0.233958	680.711549	12.973614	-7.691112	-0.497639	1.129864	1.905890
0.560	5.334887	0.242480	680.800727	13.004088	-7.728932	-0.502951	1.135271	1.910117
0.570	5.306815	0.251917	680.912202	13.036189	-7.760333	-0.506211	1.139697	1.914518
0.580	5.273890	0.266274	681.033467	13.071877	-7.783520	-0.507752	1.142898	1.919418
0.590	5.240880	0.288107	681.139246	13.111748	-7.798802	-0.508106	1.144964	1.924973
0.600	5.213379	0.316988	681.196238	13.154533	-7.808669	-0.507768	1.146317	1.931093
0.610	5.195311	0.349218	681.177179	13.197232	-7.817094	-0.507075	1.147586	1.937415
0.620	5.186504	0.379120	681.075550	13.235909	-7.828387	-0.506181	1.149415	1.943383
0.630	5.182045	0.401272	680.911853	13.267025	-7.846025	-0.505109	1.152282	1.948420
0.640	5.174352	0.412514	680.727912	13.288732	-7.871805	-0.503867	1.156381	1.952136
0.650	5.157135	0.412828	680.572229	13.301422	-7.905487	-0.502557	1.161594	1.954447
0.660	5.129026	0.404890	680.483467	13.307275	-7.944938	-0.501393	1.167543	1.955562
0.670	5.094802	0.392857	680.479239	13.309246	-7.986729	-0.500590	1.173692	1.955864
0.680	5.063577	0.381121	680.554090	13.310232	-8.027026	-0.500162	1.179484	1.955793
0.690	5.044953	0.373512	680.686033	13.312784	-8.062459	-0.499809	1.184461	1.955789
0.700	5.045023	0.372978	680.847684	13.319092	-8.090696	-0.498977	1.188327	1.956251
0.710	5.064086	0.381409	681.016702	13.330839	-8.110597	-0.497094	1.190954	1.957491
0.720	5.097089	0.399278	681.180437	13.348772	-8.122100	-0.493856	1.192357	1.959653
0.730	5.136344	0.425083	681.332142	13.372210	-8.126032	-0.489461	1.192668	1.962657
0.740	5.174785	0.455092	681.461322	13.398834	-8.123972	-0.484699	1.192140	1.966191
0.750	5.208030	0.484052	681.545802	13.425009	-8.118090	-0.480852	1.191129	1.969788
0.760	5.234596	0.506923	681.553238	13.446617	-8.110878	-0.479385	1.190058	1.972937
0.770	5.254858	0.520847	681.453910	13.460197	-8.104702	-0.481498	1.189325	1.975217
0.780	5.269749	0.526115	681.238970	13.463987	-8.101258	-0.487714	1.189195	1.976397
0.790	5.279884	0.525505	680.934091	13.458541	-8.101084	-0.497655	1.189702	1.976482
0.800	5.285299	0.522439	680.600059	13.446654	-8.103374	-0.510141	1.190622	1.975706
0.810	5.285713	0.519162	680.317687	13.432648	-8.106178	-0.523540	1.191528	1.974467
0.820	5.281229	0.516046	680.162011	13.421224	-8.106944	-0.536177	1.191914	1.973239
0.830	5.273227	0.512323	680.176454	13.416262	-8.103236	-0.546630	1.191343	1.972468
0.840	5.264841	0.507601	680.358354	13.419954	-8.093469	-0.553906	1.189589	1.972483
