Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	1.961829	1.022538	500.996219	-0.785479	-5.280785	-0.228870	1.054057	-0.156783
0.020	2.059805	0.886540	500.753105	-0.912019	-5.395718	-0.220185	1.077521	-0.182130
0.030	2.156982	0.775556	500.538786	-1.024503	-5.516856	-0.213964	1.102183	-0.204680
0.040	2.251054	0.709038	500.359712	-1.112148	-5.647564	-0.211843	1.128701	-0.222270
0.050	2.337506	0.698188	500.191785	-1.168797	-5.786743	-0.214343	1.156905	-0.233670
0.060	2.411162	0.744207	499.992216	-1.193540	-5.929199	-0.220772	1.185858	-0.238712
0.070	2.469042	0.838928	499.723302	-1.190202	-6.067756	-0.229460	1.214223	-0.238172
0.080	2.512858	0.967864	499.373371	-1.165991	-6.195975	-0.238247	1.240750	-0.233491
0.090	2.549492	1.114882	498.963738	-1.129623	-6.310284	-0.245117	1.264678	-0.226394
0.100	2.588862	1.266846	498.540320	-1.089254	-6.410836	-0.248829	1.285921	-0.218489
0.110	2.640033	1.416396	498.156768	-1.050749	-6.501074	-0.249290	1.305026	-0.210927
0.120	2.707433	1.561799	497.858322	-1.016839	-6.586323	-0.247491	1.322931	-0.204243
0.130	2.788912	1.704286	497.672783	-0.987505	-6.671910	-0.245007	1.340622	-0.198425
0.140	2.876318	1.844440	497.610139	-0.961482	-6.761499	-0.243287	1.358794	-0.193220
0.150	2.958242	1.979438	497.667916	-0.938295	-6.856290	-0.243057	1.377684	-0.188538
0.160	3.023936	2.102231	497.836999	-0.919900	-6.955284	-0.244043	1.397101	-0.184779
0.170	3.067046	2.202747	498.103863	-0.911025	-7.056185	-0.245125	1.416609	-0.182899
0.180	3.087576	2.270509	498.448991	-0.917875	-7.156278	-0.244818	1.435709	-0.184146
0.190	3.091138	2.297668	498.844305	-0.945738	-7.252836	-0.241946	1.453928	-0.189586
0.200	3.085966	2.281393	499.252419	-0.996651	-7.343132	-0.236227	1.470825	-0.199629
0.210	3.079342	2.224885	499.628436	-1.068270	-7.424355	-0.228485	1.485975	-0.213813
0.220	3.075237	2.136969	499.923687	-1.154384	-7.493763	-0.220347	1.498981	-0.230912
0.230	3.074035	2.030696	500.091135	-1.246619	-7.549043	-0.213531	1.509534	-0.249278
0.240	3.074021	1.921424	500.092815	-1.336453	-7.588666	-0.209112	1.517451	-0.267241
0.250	3.073515	1.824480	499.909154	-1.416897	-7.612144	-0.207097	1.522705	-0.283431
0.260	3.072528	1.752560	499.548316	-1.483694	-7.620295	-0.206445	1.525437	-0.297007
0.270	3.073255	1.713421	499.052076	-1.536188	-7.615545	-0.205414	1.526002	-0.307821
0.280	3.079253	1.708488	498.494501	-1.577743	-7.602068	-0.202066	1.525005	-0.316502
0.290	3.093680	1.732595	497.971103	-1.615318	-7.585470	-0.194841	1.523275	-0.324380
0.300	3.117437	1.774702	497.579174	-1.657893	-7.571869	-0.183092	1.521742	-0.333192
0.310	3.148114	1.819582	497.394046	-1.714047	-7.566543	-0.167455	1.521237	-0.344605
0.320	3.180116	1.850698	497.449125	-1.789475	-7.572533	-0.149843	1.522273	-0.359730
0.330	3.205715	1.854011	497.727323	-1.885342	-7.589769	-0.132979	1.524885	-0.378790
0.340	3.216569	1.821699	498.167696	-1.997998	-7.615168	-0.119599	1.528635	-0.401069
0.350	3.205468	1.754445	498.685526	-2.120110	-7.643782	-0.111617	1.532786	-0.425140
0.360	3.168148	1.661387	499.199060	-2.242835	-7.670531	-0.109588	1.536568	-0.449287
0.370	3.104832	1.557722	499.653139	-2.358398	-7.691800	-0.112628	1.539428	-0.472007
0.380	3.021088	1.460742	500.030537	-2.462294	-7.706322	-0.118780	1.541170	-0.492429
0.390	2.927722	1.385506	500.347129	-2.554419	-7.715246	-0.125657	1.541979	-0.510529
0.400	2.839680	1.341163	500.634772	-2.638720	-7.721658	-0.131088	1.542374	-0.527075
0.410	2.773859	1.328599	500.920682	-2.721520	-7.729881	-0.133530	1.543135	-0.543304
0.420	2.745712	1.339956	501.211495	-2.809261	-7.744666	-0.132199	1.545189	-0.560494
0.430	2.764993	1.360403	501.486662	-2.906652	-7.770203	-0.127025	1.549434	-0.579607
0.440	2.831884	1.371852	501.702210	-3.015862	-7.808892	-0.118642	1.556480	-0.601126
0.450	2.935533	1.357516	501.802725	-3.136670	-7.860116	-0.108384	1.566376	-0.625080
0.460	3.056598	1.305777	501.736811	-3.267084	-7.919559	-0.098131	1.578429	-0.651155
0.470	3.173535	1.212308	501.470536	-3.403996	-7.979616	-0.089879	1.591243	-0.678803
0.480	3.270050	1.080172	500.995107	-3.543736	-8.031050	-0.085157	1.603020	-0.707339
0.490	3.340180	0.918423	500.327839	-3.682558	-8.065409	-0.084640	1.612025	-0.736029
0.500	3.388722	0.740062	499.507732	-3.816944	-8.077253	-0.088143	1.617043	-0.764141
0.510	3.427278	0.560024	498.588237	-3.943630	-8.065218	-0.094896	1.617611	-0.790959
0.520	3.468274	0.393477	497.630102	-4.059482	-8.031473	-0.103816	1.613944	-0.815763
0.530	3.519688	0.254489	496.696278	-4.161515	-7.979966	-0.113649	1.606609	-0.837839
0.540	3.582188	0.155146	495.848751	-4.247225	-7.914414	-0.123077	1.596135	-0.856556
0.550	3.649137	0.105005	495.145394	-4.315091	-7.836980	-0.130916	1.582763	-0.871480
0.560	3.708792	0.110386	494.635192	-4.364994	-7.748124	-0.136430	1.566432	-0.882467
0.570	3.747568	0.172912	494.352626	-4.398362	-7.647414	-0.139557	1.546955	-0.889722
0.580	3.753310	0.287373	494.314316	-4.418011	-7.534708	-0.140876	1.524275	-0.893766
0.590	3.718073	0.440090	494.520424	-4.427795	-7.411043	-0.141224	1.498632	-0.895371
0.600	3.640003	0.609243	494.960009	-4.432179	-7.278908	-0.141139	1.470605	-0.895462
0.610	3.523792	0.767982	495.616517	-4.435849	-7.141891	-0.140417	1.441011	-0.895016
0.620	3.379472	0.889913	496.469422	-4.443316	-7.003980	-0.138101	1.410758	-0.894983
0.630	3.220016	0.955458	497.490703	-4.458416	-6.868823	-0.132933	1.380694	-0.896181
0.640	3.058585	0.957012	498.638367	-4.483535	-6.739152	-0.124029	1.351511	-0.899156
0.650	2.906064	0.901023	499.851579	-4.518691	-6.616514	-0.111421	1.323696	-0.904006
0.660	2.769095	0.806205	501.051880	-4.560848	-6.501274	-0.096207	1.297525	-0.910255
0.670	2.648917	0.698457	502.152658	-4.603932	-6.392856	-0.080359	1.273090	-0.916839
0.680	2.541642	0.604175	503.074730	-4.639749	-6.290101	-0.066271	1.250331	-0.922278
0.690	2.440540	0.543944	503.761547	-4.659738	-6.191654	-0.056177	1.229084	-0.924989
0.700	2.339930	0.528324	504.186210	-4.657192	-6.096297	-0.051531	1.209136	-0.923705
0.710	2.238904	0.556748	504.346723	-4.629360	-6.003145	-0.052573	1.190281	-0.917892
0.720	2.142658	0.619522	504.253336	-4.578677	-5.911663	-0.058245	1.172360	-0.908011
0.730	2.060529	0.701866	503.917093	-4.512551	-5.821516	-0.066525	1.155253	-0.895495
0.740	2.001945	0.788076	503.347478	-4.441635	-5.732413	-0.075031	1.138858	-0.882419
0.750	1.972605	0.864096	502.559719	-4.377165	-5.644065	-0.081690	1.123063	-0.870974
0.760	1.972683	0.918056	501.584555	-4.328314	-5.556214	-0.085273	1.107732	-0.862928
0.770	1.997318	0.940019	500.472139	-4.300403	-5.468475	-0.085647	1.092663	-0.859269
0.780	2.038394	0.922740	499.287657	-4.294288	-5.379843	-0.083662	1.077504	-0.860083
0.790	2.086328	0.864087	498.102354	-4.306784	-5.288125	-0.080775	1.061654	-0.864638
0.800	2.131230	0.769874	496.985011	-4.331759	-5.189840	-0.078553	1.044265	-0.871608
0.810	2.163753	0.654884	495.996569	-4.361627	-5.080916	-0.078251	1.024385	-0.879366
0.820	2.176418	0.540630	495.188013	-4.388909	-4.957952	-0.080508	1.001226	-0.886312
0.830	2.165761	0.450264	494.600130	-4.407517	-4.819371	-0.085271	0.974397	-0.891127
0.840	2.134433	0.402591	494.263231	-4.413450	-4.665790	-0.091947	0.943989	-0.892935
0.850	2.091417	0.407332	494.195368	-4.404922	-4.499416	-0.099750	0.910453	-0.891332
0.860	2.048854	0.462847	494.398878	-4.382113	-4.322846	-0.108076	0.874364	-0.886352
0.870	2.015827	0.556660	494.856676	-4.346826	-4.137946	-0.116677	0.836191	-0.878401
0.880	1.991839	0.668659	495.530995	-4.302118	-3.945319	-0.125532	0.796180	-0.868183
0.890	1.963960	0.776483	496.367051	-4.251842	-3.744527	-0.134496	0.754387	-0.856592
0.900	1.910303	0.861793	497.301689	-4.199968	-3.534784	-0.143045	0.710793	-0.844551
0.910	1.808922	0.915512	498.273977	-4.149681	-3.315791	-0.150336	0.665455	-0.832811
0.920	1.647854	0.940196	499.233606	-4.102455	-3.088415	-0.155619	0.618631	-0.821751
0.930	1.431206	0.948680	500.144094	-4.057348	-2.855060	-0.158763	0.570848	-0.811236
0.940	1.178465	0.959392	500.980247	-4.010813	-2.619593	-0.160590	0.522894	-0.800593
0.950	0.917764	0.989935	501.721921	-3.957260	-2.386729	-0.162789	0.475707	-0.788736
0.960	0.676506	1.051225	502.348107	-3.890456	-2.161001	-0.167368	0.430180	-0.774454
0.970	0.473311	1.144252	502.835147	-3.805416	-1.945730	-0.175836	0.386952	-0.756792
0.980	0.314117	1.260499	503.160152	-3.700055	-1.742445	-0.188463	0.346300	-0.735363
0.990	0.193208	1.385576	503.306757	-3.575856	-1.550935	-0.203985	0.308149	-0.710472
1.000	0.097772	1.504547	503.268862	-3.437350	-1.369775	-0.219896	0.272176	-0.683005
1.010	0.013530	1.607012	503.050559	-3.290767	-1.197061	-0.233242	0.237960	-0.654162
1.020	-0.070568	1.690363	502.664412	-3.142426	-1.031097	-0.241591	0.205126	-0.625154
1.030	-0.159368	1.760288	502.131306	-2.997355	-0.870840	-0.243847	0.173429	-0.596926
1.040	-0.250461	1.828528	501.482835	-2.858445	-0.715964	-0.240622	0.142769	-0.569999
1.050	-0.335318	1.908761	500.764448	-2.726387	-0.566721	-0.234058	0.113171	-0.544445
1.060	-0.402573	2.012152	500.036690	-2.600356	-0.423866	-0.227116	0.084767	-0.520033
1.070	-0.442424	2.143941	499.372263	-2.479160	-0.288757	-0.222598	0.057824	-0.496455
1.080	-0.450361	2.301759	498.847615	-2.362274	-0.163408	-0.222235	0.032757	-0.473546
1.090	-0.428839	2.475722	498.529375	-2.250343	-0.050202	-0.226158	0.010070	-0.451396
1.100	-0.386760	2.650158	498.458816	-2.145055	0.048815	-0.232979	-0.009793	-0.430337
1.110	-0.337605	2.806711	498.639915	-2.048733	0.132755	-0.240446	-0.026623	-0.410864
1.120	-0.297159	2.928216	499.036214	-1.964056	0.202407	-0.246410	-0.040560	-0.393570
1.130	-0.281153	3.002333	499.578245	-1.894012	0.260150	-0.249633	-0.052074	-0.379122
1.140	-0.302636	3.023790	500.179326	-1.841709	0.309291	-0.250097	-0.061836	-0.368210
1.150	-0.368971	2.994613	500.755027	-1.809701	0.353047	-0.248782	-0.070503	-0.361394
1.160	-0.478940	2.922510	501.240466	-1.799027	0.393531	-0.247173	-0.078512	-0.358915
1.170	-0.621119	2.818398	501.599899	-1.808597	0.431175	-0.246763	-0.085960	-0.360566
1.180	-0.774917	2.694143	501.825819	-1.835377	0.464917	-0.248682	-0.092645	-0.365740
1.190	-0.914809	2.561092	501.929285	-1.875294	0.493148	-0.253430	-0.098250	-0.373617
1.200	-1.016687	2.429222	501.926826	-1.924357	0.514947	-0.260756	-0.102594	-0.383394
1.210	-1.063952	2.306322	501.829875	-1.979485	0.530919	-0.269720	-0.105797	-0.394453
1.220	-1.050999	2.196929	501.640872	-2.038766	0.543117	-0.278978	-0.108268	-0.406420
1.230	-0.983031	2.101337	501.357314	-2.101247	0.554046	-0.287132	-0.110509	-0.419112
1.240	-0.872809	2.015378	500.981465	-2.166560	0.565295	-0.293001	-0.112838	-0.432463
