Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	9.967540	-4.059065	666.980922	18.990584	-0.492952	0.870072	0.073908	2.847245
0.020	10.133860	-4.103447	666.844088	18.912150	-0.761415	0.837813	0.114182	2.836068
0.030	10.314129	-4.141516	666.800376	18.823621	-1.025658	0.807226	0.153818	2.822977
0.040	10.516664	-4.169927	666.918032	18.716505	-1.282482	0.779475	0.192300	2.806418
0.050	10.743766	-4.190540	667.221474	18.584774	-1.530929	0.755079	0.229448	2.785398
0.060	10.993305	-4.209919	667.683203	18.425406	-1.771862	0.734077	0.265375	2.759603
0.070	11.261604	-4.237248	668.229889	18.238352	-2.006705	0.716260	0.300302	2.729353
0.080	11.545235	-4.281771	668.762122	18.026134	-2.236021	0.701226	0.334352	2.695448
0.090	11.840708	-4.350621	669.181428	17.793188	-2.458572	0.688254	0.367400	2.658948
0.100	12.142990	-4.447448	669.413850	17.544960	-2.671201	0.676261	0.399036	2.620944
0.110	12.444567	-4.572103	669.420664	17.286850	-2.869478	0.664051	0.428651	2.582360
0.120	12.735945	-4.721535	669.194629	17.023309	-3.048586	0.650762	0.455560	2.543850
0.130	13.006951	-4.891539	668.748965	16.757413	-3.203947	0.636229	0.479096	2.505785
0.140	13.247551	-5.078460	668.108458	16.490955	-3.331294	0.621023	0.498616	2.468305
0.150	13.447567	-5.279892	667.307321	16.224755	-3.426427	0.606145	0.513471	2.431377
0.160	13.595875	-5.494105	666.392885	15.958704	-3.485100	0.592540	0.522980	2.394789
0.170	13.680205	-5.718906	665.431572	15.691347	-3.503431	0.580688	0.526490	2.358071
0.180	13.688446	-5.951159	664.512348	15.419282	-3.478863	0.570483	0.523521	2.320391
0.190	13.611424	-6.187740	663.742140	15.136908	-3.411281	0.561484	0.513947	2.280540
0.200	13.446181	-6.427617	663.229933	14.836935	-3.303770	0.553378	0.498133	2.237073
0.210	13.198178	-6.673918	663.062225	14.511649	-3.162613	0.546371	0.476971	2.188580
0.220	12.881315	-6.934831	663.278405	14.154579	-2.996394	0.541314	0.451755	2.134033
