Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	0.617753	-0.785016	657.089465	7.531842	2.434760	0.121066	-0.370537	1.146243
0.020	0.704058	-0.809805	659.148242	7.462884	2.455783	0.118142	-0.372569	1.132201
0.030	0.757059	-0.829815	661.243850	7.396949	2.477698	0.118548	-0.374703	1.118642
0.040	0.754343	-0.840828	663.399403	7.335941	2.499804	0.124170	-0.376817	1.105811
0.050	0.692297	-0.840449	665.607571	7.279692	2.518270	0.134702	-0.378342	1.093691
0.060	0.587262	-0.829156	667.820299	7.225411	2.526365	0.147975	-0.378300	1.081939
0.070	0.470006	-0.811500	669.942727	7.167728	2.515967	0.161111	-0.375550	1.069902
0.080	0.375003	-0.796915	671.835885	7.099637	2.479759	0.171896	-0.369102	1.056752
0.090	0.328316	-0.799085	673.334056	7.014296	2.413200	0.179708	-0.358396	1.041726
0.100	0.339201	-0.833087	674.278117	6.907094	2.315384	0.185575	-0.343387	1.024369
0.110	0.399605	-0.910868	674.556450	6.776986	2.188445	0.191346	-0.324427	1.004658
0.120	0.492126	-1.037077	674.136906	6.626364	2.036012	0.198520	-0.302018	0.982940
0.130	0.602360	-1.207462	673.075032	6.459549	1.861674	0.207420	-0.276592	0.959707
0.140	0.728709	-1.410469	671.495826	6.280773	1.668389	0.217163	-0.248459	0.935341
0.150	0.883536	-1.630851	669.560132	6.092779	1.459100	0.226296	-0.217919	0.909967
0.160	1.084281	-1.853188	667.432338	5.896715	1.238010	0.233617	-0.185489	0.883493
0.170	1.338998	-2.063801	665.260499	5.693309	1.011558	0.238713	-0.152054	0.855802
0.180	1.634548	-2.251021	663.169632	5.484667	0.788350	0.242053	-0.118876	0.827038
0.190	1.934656	-2.405097	661.262325	5.275605	0.577996	0.244692	-0.087408	0.797808
0.200	2.189741	-2.519188	659.621348	5.073609	0.389399	0.247767	-0.059034	0.769170
0.210	2.354094	-2.591756	658.312293	4.887181	0.229262	0.251938	-0.034826	0.742380
0.220	2.402442	-2.629049	657.385806	4.723247	0.101322	0.256923	-0.015413	0.718489
