Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	2.024284	2.206905	708.337301	6.379644	11.763535	-0.449130	-1.660725	0.900651
0.020	1.897842	2.184644	707.984586	6.342348	11.721469	-0.450485	-1.655611	0.895831
0.030	1.797250	2.173129	707.660829	6.314663	11.679978	-0.451579	-1.650505	0.892329
0.040	1.740144	2.180399	707.380852	6.303121	11.639585	-0.451994	-1.645448	0.891050
0.050	1.729650	2.210559	707.141507	6.309730	11.601188	-0.451245	-1.640575	0.892287
0.060	1.753507	2.262966	706.925067	6.332155	11.566551	-0.448885	-1.636178	0.895732
0.070	1.788827	2.332707	706.709935	6.365488	11.538482	-0.444749	-1.632704	0.900721
0.080	1.810829	2.412349	706.482881	6.404713	11.520230	-0.439221	-1.630645	0.906563
0.090	1.801880	2.494248	706.246583	6.446768	11.514199	-0.433290	-1.630337	0.912821
0.100	1.757085	2.572304	706.019466	6.491287	11.520548	-0.428201	-1.631761	0.919420
0.110	1.684361	2.642441	705.829251	6.539761	11.536497	-0.424848	-1.634460	0.926536
0.120	1.599620	2.702017	705.704227	6.593723	11.556766	-0.423272	-1.637622	0.934347
0.130	1.519634	2.749076	705.665716	6.653187	11.575002	-0.422590	-1.640295	0.942824
0.140	1.455877	2.782126	705.723281	6.716254	11.585527	-0.421390	-1.641653	0.951684
0.150	1.411766	2.800386	705.873044	6.779925	11.584669	-0.418348	-1.641183	0.960502
0.160	1.383776	2.804117	706.099347	6.841375	11.571279	-0.412760	-1.638761	0.968897
0.170	1.364932	2.795087	706.379464	6.898823	11.546464	-0.404757	-1.634598	0.976645
0.180	1.348392	2.777304	706.689486	6.951627	11.512867	-0.395215	-1.629127	0.983689
0.190	1.329566	2.757596	707.008300	6.999827	11.473728	-0.385468	-1.622856	0.990063
0.200	1.306654	2.744980	707.317331	7.043605	11.431930	-0.376952	-1.616238	0.995820
0.210	1.280369	2.748256	707.596841	7.083021	11.389263	-0.370886	-1.609569	1.000997
0.220	1.253582	2.772592	707.822725	7.118099	11.346155	-0.368033	-1.602966	1.005633
0.230	1.230938	2.817012	707.967810	7.149049	11.301898	-0.368616	-1.596386	1.009799
0.240	1.218169	2.874406	708.008307	7.176345	11.255154	-0.372433	-1.589692	1.013596
0.250	1.220973	2.934169	707.932426	7.200594	11.204515	-0.379112	-1.582710	1.017130
0.260	1.243588	2.986069	707.746958	7.222279	11.148955	-0.388287	-1.575274	1.020461
0.270	1.287290	3.023486	707.478717	7.241510	11.088182	-0.399558	-1.567281	1.023566
0.280	1.349228	3.044818	707.169796	7.257808	11.022880	-0.412291	-1.558732	1.026318
0.290	1.422276	3.052902	706.868219	7.270093	10.954786	-0.425528	-1.549764	1.028493
0.300	1.496364	3.053087	706.617718	7.277035	10.886544	-0.438150	-1.540655	1.029840
0.310	1.560956	3.050987	706.450463	7.277736	10.821283	-0.449176	-1.531782	1.030184
0.320	1.607589	3.050715	706.383806	7.272343	10.762015	-0.457944	-1.523536	1.029517
0.330	1.631466	3.053975	706.419208	7.262157	10.710980	-0.464118	-1.516236	1.028024
0.340	1.631985	3.059956	706.541814	7.249110	10.669074	-0.467631	-1.510041	1.025999
0.350	1.612776	3.065824	706.722123	7.234904	10.635452	-0.468684	-1.504899	1.023727
0.360	1.581597	3.067602	706.922314	7.220380	10.607517	-0.467762	-1.500521	1.021382
0.370	1.549713	3.061233	707.106905	7.205483	10.581448	-0.465616	-1.496442	1.019009
0.380	1.530060	3.043525	707.253538	7.189778	10.553251	-0.463224	-1.492145	1.016577
0.390	1.534044	3.012729	707.358637	7.173084	10.520017	-0.461714	-1.487225	1.014066
0.400	1.567844	2.968692	707.435206	7.155750	10.480862	-0.462132	-1.481530	1.011506
0.410	1.629857	2.912846	707.503999	7.138461	10.437161	-0.465008	-1.475209	1.008964
0.420	1.710777	2.848275	707.582422	7.121900	10.392067	-0.469913	-1.468672	1.006512
0.430	1.796531	2.779779	707.676163	7.106613	10.349593	-0.475386	-1.462476	1.004218
0.440	1.872849	2.713492	707.776768	7.093078	10.313586	-0.479415	-1.457181	1.002163
0.450	1.929542	2.655737	707.865324	7.081746	10.286762	-0.480305	-1.453209	1.000437
0.460	1.962869	2.611457	707.919614	7.072901	10.269957	-0.477478	-1.450724	0.999111
0.470	1.975354	2.582980	707.921329	7.066486	10.261820	-0.471800	-1.449571	0.998202
0.480	1.973540	2.569661	707.861219	7.062079	10.259181	-0.465262	-1.449321	0.997664
0.490	1.964780	2.568268	707.741326	7.059110	10.258083	-0.460159	-1.449411	0.997414
0.500	1.954410	2.573764	707.574011	7.057260	10.255161	-0.458147	-1.449341	0.997388
0.510	1.944352	2.580320	707.378185	7.056919	10.248872	-0.459608	-1.448853	0.997616
0.520	1.933572	2.582548	707.174537	7.059448	10.240022	-0.463584	-1.448019	0.998261
0.530	1.919941	2.576796	706.981869	7.067023	10.231326	-0.468264	-1.447184	0.999605
0.540	1.902205	2.562118	706.815516	7.081994	10.226291	-0.471735	-1.446812	1.001958
0.550	1.880691	2.540499	706.687215	7.106000	10.228046	-0.472664	-1.447323	1.005537
0.560	1.856406	2.516296	706.605309	7.139371	10.238621	-0.470684	-1.448987	1.010376
0.570	1.829590	2.495181	706.574523	7.181248	10.258698	-0.466351	-1.451892	1.016347
0.580	1.799317	2.483059	706.595183	7.230430	10.287599	-0.460765	-1.455940	1.023278
0.590	1.764668	2.485176	706.662539	7.286444	10.323355	-0.455017	-1.460861	1.031107
0.600	1.726421	2.505365	706.767655	7.350094	10.362904	-0.449766	-1.466239	1.039959
0.610	1.687693	2.545237	706.900600	7.423151	10.402503	-0.445165	-1.471565	1.050098
0.620	1.652972	2.603383	707.054418	7.507379	10.438403	-0.441112	-1.476322	1.061782
0.630	1.626214	2.675039	707.226995	7.603480	10.467706	-0.437582	-1.480106	1.075112
0.640	1.609135	2.752885	707.419137	7.710383	10.489150	-0.434775	-1.482735	1.089931
0.650	1.600379	2.829183	707.629721	7.825067	10.503539	-0.433025	-1.484327	1.105814
0.660	1.595755	2.898486	707.850340	7.942945	10.513521	-0.432620	-1.485275	1.122122
0.670	1.589544	2.959414	708.061632	8.058767	10.522679	-0.433638	-1.486125	1.138145
0.680	1.576649	3.014535	708.232698	8.167858	10.534154	-0.435836	-1.487386	1.153273
0.690	1.554975	3.068616	708.324440	8.267265	10.549326	-0.438599	-1.489335	1.167158
0.700	1.527010	3.126378	708.297226	8.356295	10.567097	-0.441004	-1.491902	1.179772
0.710	1.499456	3.190791	708.121896	8.436238	10.584212	-0.442029	-1.494688	1.191354
0.720	1.480557	3.262377	707.791323	8.509467	10.596597	-0.440894	-1.497136	1.202256
0.730	1.476110	3.339554	707.328558	8.578417	10.601200	-0.437426	-1.498766	1.212791
0.740	1.486239	3.419750	706.788051	8.644869	10.597496	-0.432283	-1.499388	1.223120
0.750	1.504652	3.500709	706.248296	8.709700	10.587927	-0.426906	-1.499179	1.233235
0.760	1.520781	3.581314	705.796655	8.772947	10.577098	-0.423146	-1.498604	1.242985
