Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	2.541735	-0.411937	643.050862	13.508629	-15.112989	-0.499322	2.350201	2.100709
0.020	2.668738	-0.374763	641.932642	13.582705	-15.115521	-0.518510	2.354690	2.115908
0.030	2.805403	-0.334302	640.772497	13.657085	-15.112037	-0.536392	2.358409	2.131347
0.040	2.957797	-0.289309	639.540351	13.730910	-15.097751	-0.552090	2.360719	2.146997
0.050	3.126508	-0.241990	638.227662	13.801181	-15.070182	-0.565366	2.361255	2.162423
0.060	3.306267	-0.198032	636.852333	13.863109	-15.029372	-0.576598	2.359946	2.176817
0.070	3.487003	-0.164959	635.459952	13.911613	-14.977229	-0.586543	2.356912	2.189220
0.080	3.655870	-0.149308	634.120388	13.943399	-14.916394	-0.596034	2.352297	2.198857
0.090	3.799853	-0.153725	632.918787	13.958697	-14.849220	-0.605746	2.346149	2.205448
0.100	3.908432	-0.175286	631.942133	13.961771	-14.777186	-0.616087	2.338376	2.209343
0.110	3.975498	-0.205909	631.264827	13.959881	-14.700682	-0.627202	2.328766	2.211414
0.120	3.999719	-0.234727	630.936942	13.961213	-14.618943	-0.639017	2.317021	2.212775
0.130	3.983208	-0.251289	630.977115	13.972752	-14.530018	-0.651257	2.302781	2.214463
0.140	3.929253	-0.248114	631.370210	13.998941	-14.430927	-0.663403	2.285652	2.217232
0.150	3.840320	-0.221742	632.069396	14.041422	-14.318182	-0.674611	2.265286	2.221500
0.160	3.717411	-0.172366	633.002742	14.099638	-14.188756	-0.683735	2.241500	2.227421
0.170	3.561150	-0.102715	634.084485	14.171880	-14.041283	-0.689499	2.214418	2.235014
0.180	3.373910	-0.016865	635.229806	14.256368	-13.877011	-0.690802	2.184565	2.244285
0.190	3.161646	0.080593	636.369651	14.352011	-13.700024	-0.687031	2.152841	2.255295
0.200	2.934200	0.184853	637.460227	14.458466	-13.516533	-0.678265	2.120373	2.268136
0.210	2.703623	0.290655	638.482529	14.575343	-13.333457	-0.665247	2.088304	2.282810
0.220	2.481094	0.391934	639.431710	14.700834	-13.156918	-0.649097	2.057596	2.299047
0.230	2.273730	0.481976	640.302263	14.830536	-12.991256	-0.630913	2.028925	2.316177
0.240	2.082749	0.554423	641.077744	14.957281	-12.838868	-0.611519	2.002701	2.333146
0.250	1.904048	0.604790	641.730570	15.072317	-12.700874	-0.591547	1.979160	2.348699
0.260	1.731401	0.631740	642.230801	15.167381	-12.578200	-0.571753	1.958517	2.361671
0.270	1.561197	0.637636	642.558045	15.236681	-12.472474	-0.553273	1.941066	2.371254
0.280	1.396526	0.628275	642.709864	15.277875	-12.386149	-0.537558	1.927176	2.377103
0.290	1.248372	0.611797	642.702345	15.291707	-12.321779	-0.525990	1.917183	2.379283
0.300	1.132951	0.596741	642.562631	15.280677	-12.280960	-0.519414	1.911247	2.378084
0.310	1.066152	0.589507	642.317817	15.247567	-12.263679	-0.517909	1.909285	2.373835
0.320	1.057642	0.591949	641.986868	15.194637	-12.268438	-0.520905	1.911011	2.366814
0.330	1.107409	0.600209	641.580003	15.123859	-12.292959	-0.527504	1.916045	2.357283
0.340	1.206321	0.605665	641.104650	15.037819	-12.334974	-0.536710	1.924019	2.345611
0.350	1.340153	0.598062	640.572749	14.940481	-12.392726	-0.547427	1.934632	2.332363
0.360	1.494855	0.569679	640.004314	14.837172	-12.465041	-0.558346	1.947649	2.318292
0.370	1.660385	0.518651	639.425893	14.733823	-12.551055	-0.567988	1.962863	2.304227
0.380	1.831568	0.449842	638.865984	14.635914	-12.649734	-0.574985	1.980029	2.290921
0.390	2.006373	0.372952	638.349868	14.547565	-12.759392	-0.578473	1.998809	2.278933
0.400	2.183241	0.298832	637.895195	14.470906	-12.877432	-0.578374	2.018738	2.268540
0.410	2.359203	0.235628	637.509324	14.405719	-13.000560	-0.575411	2.039274	2.259688
0.420	2.529568	0.186239	637.190033	14.349501	-13.125476	-0.570798	2.059900	2.251997
0.430	2.688975	0.147971	636.930570	14.298251	-13.249717	-0.565725	2.080245	2.244868
0.440	2.832939	0.114362	636.727040	14.248066	-13.372144	-0.560856	2.100138	2.237704
0.450	2.959113	0.078240	636.583171	14.197133	-13.492763	-0.556101	2.119560	2.230209
0.460	3.067973	0.034584	636.508172	14.147221	-13.612000	-0.550787	2.138543	2.222630
0.470	3.162903	-0.017799	636.507963	14.103811	-13.729824	-0.544176	2.157055	2.215811
0.480	3.249506	-0.075988	636.575012	14.074458	-13.845154	-0.536059	2.174945	2.210966
0.490	3.333854	-0.133646	636.683798	14.065925	-13.955748	-0.527088	2.191943	2.209248
0.500	3.419822	-0.182330	636.796118	14.081311	-14.058544	-0.518630	2.207699	2.211275
0.510	3.506672	-0.213155	636.874335	14.118535	-14.150240	-0.512184	2.221826	2.216848
0.520	3.588546	-0.218514	636.894947	14.170796	-14.227899	-0.508660	2.233948	2.224982
0.530	3.656576	-0.193588	636.854334	14.228636	-14.289468	-0.507922	2.243758	2.234206
0.540	3.702647	-0.137476	636.764311	14.282613	-14.334217	-0.508850	2.251102	2.242998
0.550	3.722850	-0.053796	636.642411	14.325586	-14.363075	-0.509875	2.256066	2.250178
0.560	3.719050	0.049530	636.504180	14.354033	-14.378726	-0.509659	2.259015	2.255136
0.570	3.698263	0.161566	636.361627	14.368254	-14.385219	-0.507615	2.260542	2.257876
0.580	3.670356	0.270610	636.227304	14.371660	-14.387101	-0.504083	2.261315	2.258888
0.590	3.644964	0.366799	636.120308	14.369389	-14.388331	-0.500161	2.261888	2.258911
0.600	3.628503	0.444109	636.069267	14.366519	-14.391471	-0.497254	2.262563	2.258641
0.610	3.622210	0.500796	636.108449	14.366207	-14.397510	-0.496520	2.263374	2.258453
0.620	3.621994	0.538000	636.266900	14.368374	-14.406412	-0.498422	2.264209	2.258231
