Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	5.235438	-2.556522	577.484914	-5.905174	-3.408053	-1.112307	0.590155	-1.022568
0.020	5.389723	-2.518359	578.176392	-5.815128	-3.472610	-1.135506	0.600614	-1.005771
0.030	5.533274	-2.496637	578.661278	-5.746898	-3.537135	-1.159414	0.611262	-0.993137
0.040	5.656034	-2.502413	578.776921	-5.716648	-3.600812	-1.184463	0.622142	-0.987712
0.050	5.751936	-2.539968	578.440605	-5.732064	-3.662635	-1.210416	0.633191	-0.990951
0.060	5.818966	-2.606954	577.657203	-5.791660	-3.721153	-1.236183	0.644180	-1.002612
0.070	5.858097	-2.696069	576.505946	-5.886671	-3.774491	-1.259997	0.654718	-1.021095
0.080	5.872100	-2.796821	575.116579	-6.004590	-3.820988	-1.279984	0.664385	-1.044065
0.090	5.865444	-2.897147	573.645242	-6.133306	-3.860522	-1.294866	0.672981	-1.069181
0.100	5.845747	-2.985736	572.254773	-6.264887	-3.895999	-1.304393	0.680815	-1.094772
0.110	5.825901	-3.055857	571.097963	-6.398098	-3.934076	-1.309210	0.688862	-1.120315
0.120	5.824770	-3.110193	570.299957	-6.538935	-3.984363	-1.310322	0.698643	-1.146578
0.130	5.864475	-3.164471	569.938654	-6.698829	-4.056972	-1.308573	0.711826	-1.175360
0.140	5.963828	-3.246651	570.026901	-6.890769	-4.159033	-1.304487	0.729621	-1.208850
0.150	6.130081	-3.389518	570.503949	-7.124277	-4.291385	-1.298455	0.752210	-1.248769
0.160	6.353002	-3.617993	571.243131	-7.400821	-4.446825	-1.291028	0.778447	-1.295564
0.170	6.605112	-3.936477	572.077560	-7.711364	-4.610918	-1.283039	0.805995	-1.347958
0.180	6.849177	-4.322722	572.837788	-8.037132	-4.765307	-1.275491	0.831877	-1.403038
0.190	7.050129	-4.731881	573.389252	-8.353489	-4.892244	-1.269317	0.853215	-1.456862
