Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	5.537359	1.055496	612.590686	5.402459	6.187775	-0.319890	-1.010099	0.881904
0.020	5.640270	1.137449	612.273214	5.582274	6.150985	-0.353046	-1.004614	0.911729
0.030	5.726213	1.207654	612.015875	5.750314	6.124928	-0.380866	-1.000779	0.939569
0.040	5.781048	1.257927	611.865703	5.897046	6.118836	-0.399851	-1.000029	0.963781
0.050	5.795584	1.285573	611.847861	6.016670	6.139723	-0.409316	-1.003472	0.983360
0.060	5.765899	1.293137	611.964790	6.107569	6.191975	-0.411178	-1.011819	0.998026
0.070	5.692941	1.286167	612.203874	6.171565	6.277433	-0.408830	-1.025383	1.008090
0.080	5.582519	1.270255	612.549582	6.212436	6.395626	-0.405694	-1.044099	1.014193
0.090	5.445624	1.248898	612.993125	6.234437	6.543966	-0.404070	-1.067543	1.017048
0.100	5.297704	1.223069	613.533989	6.241286	6.718048	-0.404619	-1.094976	1.017268
0.110	5.155624	1.192209	614.173038	6.235754	6.912307	-0.406520	-1.125466	1.015309
0.120	5.032701	1.155452	614.902239	6.219755	7.121029	-0.408040	-1.158075	1.011503
0.130	4.934071	1.112134	615.697530	6.194733	7.339339	-0.407200	-1.192037	1.006133
0.140	4.854784	1.061713	616.518265	6.162076	7.563713	-0.402303	-1.226843	0.999496
0.150	4.781472	1.003930	617.312553	6.123301	7.791772	-0.392297	-1.262209	0.991929
0.160	4.696431	0.939678	618.025930	6.079835	8.021583	-0.377039	-1.297936	0.983751
0.170	4.582177	0.872192	618.610891	6.032476	8.250978	-0.357395	-1.333791	0.975165
0.180	4.425179	0.807420	619.035116	5.980847	8.477364	-0.335095	-1.369448	0.966156
0.190	4.218625	0.752623	619.286524	5.923257	8.698110	-0.312298	-1.404537	0.956465
0.200	3.964494	0.713224	619.374278	5.857129	8.911099	-0.290960	-1.438726	0.945653
0.210	3.674511	0.689160	619.326206	5.779817	9.114971	-0.272239	-1.471756	0.933243
0.220	3.368886	0.672563	619.183880	5.689394	9.308806	-0.256218	-1.503399	0.918854
0.230	3.072319	0.648130	618.996302	5.584965	9.491455	-0.242130	-1.533362	0.902261
