Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
0.010	4.366684	-8.816961	695.221084	-33.236552	-4.010992	-0.054227	0.576938	-4.780717
0.020	4.767717	-9.215559	693.988047	-33.706880	-4.418590	-0.037122	0.636695	-4.856983
0.030	5.162723	-9.590039	692.681636	-34.145603	-4.824164	-0.017413	0.696447	-4.929480
0.040	5.547830	-9.919443	691.257458	-34.527971	-5.224987	0.007129	0.755867	-4.994951
0.050	5.923003	-10.188526	689.724097	-34.841054	-5.618550	0.037973	0.814608	-5.051448
0.060	6.291363	-10.388716	688.147616	-35.085014	-6.003097	0.075581	0.872356	-5.098472
0.070	6.656837	-10.518208	686.637315	-35.270981	-6.378064	0.119330	0.928884	-5.136770
0.080	7.021240	-10.581696	685.317464	-35.416650	-6.744078	0.167684	0.984081	-5.167919
0.090	7.382236	-10.589953	684.293801	-35.541079	-7.102253	0.218604	1.037895	-5.193833
0.100	7.733253	-10.559198	683.624817	-35.660094	-7.452765	0.270116	1.090184	-5.216325
0.110	8.065309	-10.509929	683.306127	-35.783172	-7.793143	0.320816	1.140505	-5.236770
0.120	8.369505	-10.464616	683.271762	-35.912134	-8.117012	0.370050	1.187963	-5.255908
0.130	8.638688	-10.443840	683.410796	-36.041538	-8.414099	0.417668	1.231192	-5.273774
0.140	8.867728	-10.461605	683.593662	-36.160560	-8.671765	0.463495	1.268555	-5.289774
0.150	9.053038	-10.521729	683.701314	-36.256004	-8.877671	0.506922	1.298472	-5.302901
0.160	9.192346	-10.617235	683.651446	-36.315932	-9.022648	0.546925	1.319773	-5.312054
0.170	9.285055	-10.733106	683.417148	-36.333135	-9.102884	0.582478	1.331966	-5.316392
0.180	9.332619	-10.850870	683.034058	-36.307425	-9.120868	0.613026	1.335346	-5.315610
0.190	9.338121	-10.952870	682.593405	-36.245851	-9.084895	0.638692	1.330938	-5.310021
0.200	9.304840	-11.024838	682.221778	-36.160580	-9.007283	0.660120	1.320287	-5.300414
0.210	9.234445	-11.056786	682.052934	-36.065100	-8.901743	0.678153	1.305140	-5.287727
0.220	9.125989	-11.043073	682.199294	-35.970098	-8.780675	0.693538	1.287113	-5.272667
0.230	8.976611	-10.982468	682.729756	-35.880430	-8.653221	0.706776	1.267445	-5.255437
0.240	8.784069	-10.878416	683.657596	-35.794137	-8.524619	0.718073	1.246913	-5.235682
0.250	8.550284	-10.739025	684.939361	-35.703754	-8.396896	0.727373	1.225933	-5.212688
0.260	8.284451	-10.576098	686.482847	-35.599379	-8.270420	0.734415	1.204753	-5.185764
0.270	8.004318	-10.402972	688.159998	-35.472234	-8.145421	0.738858	1.183652	-5.154649
0.280	7.734533	-10.231621	689.820531	-35.317126	-8.022625	0.740488	1.163002	-5.119756
0.290	7.501756	-10.070010	691.304409	-35.132657	-7.902569	0.739459	1.143139	-5.082082
0.300	7.327591	-9.920558	692.453992	-34.919196	-7.784026	0.736401	1.124122	-5.042818
